ID_author_1,ID_author_2,scopus_id_collaborations
330,794,"85043534371,84949844956,84907806355,84904903580,84867855805"
791,792,85043534371
791,793,"85043534371,84942938554,85039844329,84907702838,84860536816"
791,794,"85043534371,84949844956"
329,791,"85043534371,84942938554,85080073147,85078430540,84873722659"
792,793,85043534371
792,794,85043534371
329,792,85043534371
793,794,"85043534371,84867855805"
329,793,"85043534371,84949098401,84942938554,84983184228,84946606932,84891941445,79953735117"
329,794,85043534371
403,795,"85029354659,84941958993,84926165800,84983670686,85018761383,85048494100,85044734906,85126355403,84905568254,84904165209,84871924816"
207,795,"85029354659,84941958993,84926165800,84983670686,85018761383,85044734906,85126355403,84905568254,84904165209,84871924816"
795,796,85029354659
529,795,"85029354659,84941958993,84926165800,84983670686,85018761383,85048494100,85044734906,85009274998,85063331153,85126355403,84890122941,84905568254,84904165209,84871924816"
207,403,"85029354659,84941958993,84945496723,84926165800,84983670686,85018761383,85018894254,84992490643,85044734906,85126355403,84905568254,84904165209,84871924816"
403,796,85029354659
207,796,"85029354659,84962598308,84919459203,85027937844,84962570735,84914705895,84906263918,84896835197,84903640071,84888193276,84874916773,84875727194,84867852811,79960680246,84555186705"
529,796,"85029354659,84962598308,84919459203,85027937844,84959110601,84962570735,84957605246,84914705895,84906263918,84896835197,84903640071,84888193276,84874916773,84875727194,84867852811,79960680246,84555186705,84894488500"
566,638,"85008721696,42149124326,84958213756,85007575239,85017644706,85017109669,85008642303,85053049861,85045092302,85073146902,85089176386,85084796654,85084347560,85078951598,85114089757,85105894754,85092798544,85128923087,85129114990,85130782881,85123834468,84928388681,84953712621,79960873538,78651392191,77749243475,84863839474,84862514324,80053286828,79954626848,70449386860,77954178559,84874926565,84874871073"
546,638,"85008721696,84963893758,85007575239,85017644706,85017109669,85008642303,85053049861,85045092302,85073146902,85089176386,85084796654,85084347560,85078951598,85114089757,85105894754,85092798544,85129114990,85130782881,85123834468,84928388681,84953712621,78751580660,78651392191,84868685927,84858131922,80955153623,79954626848,77949466773,84874926565,84874871073"
325,638,"85008721696,85007575239,85017644706,85017109669,85008642303,85053049861,85045092302,85073146902,85089176386,85084796654,85084347560,85078951598,85105894754,85092798544,85129114990,85130782881,84928388681,84953712621"
638,797,"85008721696,85007575239,85017644706,85008642303,85045092302,84928388681,84874926565"
546,566,"85008721696,85007575239,85017644706,85017109669,85008642303,85053049861,85045092302,85073146902,85089176386,85084796654,85084347560,85078951598,85114089757,85105894754,85092798544,85129114990,85130782881,85123834468,84928388681,84953712621,78651392191,79954626848,84874926565,84874871073"
325,566,"85008721696,85007575239,85017644706,85017109669,85008642303,85053049861,85045092302,85073146902,85089176386,85084796654,85084347560,85078951598,85105894754,85092798544,85129114990,85130782881,84928388681,84953712621"
566,797,"85008721696,85007575239,85017644706,85008642303,85045092302,84928388681,84874926565"
546,797,"85008721696,85007575239,85017644706,85008642303,85045092302,84928388681,84874926565"
325,797,"85008721696,85007575239,85017644706,85008642303,85045092302,84928388681"
796,798,84962598308
639,796,"84962598308,84919459203,85027937844,84959110601,84962570735,84914705895,84906263918,84896835197,84903640071,84888193276,84874916773,84875727194,84867852811,84555186705,84894488500"
293,796,"84962598308,84919459203,85027937844,84962570735,84914705895,84906263918,84896835197,84903640071,84888193276,84874916773,84875727194,84867852811,84555186705"
639,798,84962598308
293,798,84962598308
207,798,84962598308
529,798,"84962598308,84971654796,84969513521,84957535409,85044854514,85027698633,85135081902"
529,639,"84962598308,84919459203,85027937844,84959110601,84962570735,85018894254,85045024189,85089651863,85085618135,85058465770,85083871987,85075394227,85120633120,85101502777,85102052758,85103406237,85092671910,85144859897,85134316859,85123941405,85142161252,84914705895,84906263918,84896835197,84903640071,84888193276,84876985882,84874916773,84875727194,84883657702,84871924816,84867852811,80053570036,84555186705,79953330290,77955422635,70249110044,61349177873,60349110023,41749087633,63149127941,34548523014,84908541989,84894488500,62449154524"
799,800,"84954146988,84999025988,85031418767,84982169075,85021665183,85046768759,85049603682,85096083637"
799,801,"84954146988,85096083637"
188,799,"84954146988,85031418767,84982169075,85021665183,85049603682"
799,802,"84954146988,85031418767,84982169075,85021665183,85046768759,85049603682"
799,803,"84954146988,84999025988,85096083637"
799,804,"84954146988,84999025988,85031418767,85021665183"
800,801,"84954146988,85096083637"
188,800,"84954146988,85031418767,84982169075,85021665183,85047645565,85049603682"
800,802,"84954146988,85031418767,84982169075,85021665183,85046768759,85047645565,85049603682"
800,803,"84954146988,84999025988,85109073310,85096083637"
800,804,"84954146988,84999025988,85031418767,85021665183,85076024928"
188,801,84954146988
801,802,84954146988
801,803,"84954146988,85096083637"
801,804,84954146988
188,802,"84954146988,85031418767,84982169075,85021665183,85047645565,85049603682"
188,803,84954146988
188,804,"84954146988,85031418767,85021665183"
802,803,84954146988
802,804,"84954146988,85031418767,85021665183"
803,804,"84954146988,84999025988"
585,805,"84952684588,85020882692,85072868473,85115995735,84879089826,84921373247,84885057502,84887315336,79960128832,79551565590,79551513606,69049101304,38349059676,38149102431,38049169154,38049055181,33845235843,33750072292,26944474379,7444244529,27144452759,84921028207,84917708768,85009348428,84949626208,85006511797,85001638573,84977631582,85018776055,84975702026,85039801369,85042212688,85091025373,85131714033,84888289865,84875222063,84962258235,84861793333,80052421871,84866089077,80051975530,79956106290,78751648113,78049529700,78651369196,60849089320,55549122645,33845638640,33845770330,33745684637,0036856515,0036132536,84969135956,84938934270,85015223463,55349109318,84887848969,84857541423,78549276168,70449752445,70049106294,67650505041,84874685844,84874675013,57349199340,67649982737,57349151357,34547315614,33745210791,27144507435"
806,807,"84952656645,84946408870,84976340214,84921629960,84941333679,85008950608"
24,806,"84952656645,84952361129,84946408870,84976340214,84921629960,84991713055,84941333679,85008950608,84960122369"
62,806,"84952656645,84952361129,84946408870,84976340214,84921629960,84991713055,84941333679,85008950608,84960122369"
24,807,"84952656645,84946408870,84976340214,84921629960,84941333679,85008950608"
62,807,"84952656645,84946408870,84976340214,84921629960,80053215817,84941333679,85008950608,85055048145,84923658641"
93,187,"84952642987,68049118693"
61,806,"84952361129,84991713055,84960122369"
22,61,"84952361129,84937485030,84880460690,80455129385,84991713055,84962859190,85013498173,85049559928,84900002321,84864754473,84990878602,84960122369,84904623631,84907072612,82955242465,84891954295,84864746133,80455149916"
61,193,"84952361129,85068589763,84880460690,80455129385,84991713055,84962859190,85013498173,85049559928,84900002321,84864754473,84990878602,84960122369,84904623631,84907072612,82955242465,84891954295,84864746133,80455149916"
22,806,"84952361129,84921629960,84991713055,84941333679,84960122369"
193,806,"84952361129,84946408870,84976340214,84991713055,85008950608,84960122369"
22,62,"84952361129,84937485030,84921629960,84883284949,84880460690,80455129385,84991713055,84962859190,84941333679,85013498173,85054799518,84904393230,84900002321,84864754473,79251533652,84990878602,84960122369,84904623631,84907072612,84870679343,84869035663,82955242465,84891954295,84864746133,80455149916,85089341827,70350066364,51849119678"
62,193,"84952361129,84946408870,84976340214,85068589763,85132104555,84883284949,84880460690,80455129385,84991713055,84962859190,85013498173,85008950608,85055048145,85054799518,85102561210,85123366505,84900002321,84864754473,79251533652,84990878602,84960122369,84904623631,84907072612,84870679343,82955242465,84891954295,84864746133,80455149916,85089341827,51849119678"
193,807,"84946408870,84976340214,85008950608,85055048145,84960092776,84985961535"
517,808,84937697352
585,808,"84937697352,84903777127,85018776055,85058472583,85039716961,85052611651,84898061020,85028505517,84857526664"
517,585,84937697352
21,61,"84937485030,85055850485"
21,62,84937485030
745,809,"84923182120,84962290102,84920702341,84857449272,81855224573"
744,809,"84923182120,84962290102,84920702341,85021917663,84913584776,84866020852,84857449272,81855224573,84866098181,84866745331,80051980176"
810,811,"85011620413,84960862314"
810,812,"85011620413,84863522494,79952146842,78649270861,57849090539,37249037084,85044464866,85093955994,85072561880,85102404683,85109049849,85091673705,85117530019,84894165174,84888315776,77954786624,75349110386,67651115658,67651109441,84907413394,84960862314,85079093804,84855861513,84871852817,74549217361,77958533542"
810,813,"85011620413,84863522494,79952146842,78649270861,85087486203,85093955994,85072561880,85091673705,85117530019,84894165174,84888315776,77954786624,75349110386,84907413394,84960862314,85079093804,84855861513,78649852021,77958533542,58049178148"
762,810,"85011620413,84863522494,79952146842,85012905431,85044464866,85087486203,85093955994,85072561880,85102404683,85109049849,85091673705,85117530019,84894165174,84888315776,77954786624,77951182702,67651115658,67651109441,84907413394,78049530546,77953975393,84993030033,84960862314,85079093804,84855861513,84871852817,74549217361,78649852021,77958533542,58049178148"
811,812,"85011620413,84960862314"
811,813,"85011620413,84960862314"
762,811,"85011620413,84960862314"
812,813,"85011620413,84863522494,79952146842,78649270861,85093955994,85072561880,85091673705,85117530019,84894165174,84888315776,77954786624,75349110386,84907413394,84960862314,85079093804,84855861513,77958533542"
762,812,"85011620413,84863522494,79952146842,85044464866,85096129635,85093955994,85072561880,85102404683,85109049849,85091673705,85117530019,84894165174,84888315776,79957999099,77954786624,67651115658,67651109441,63649156431,84907413394,84898805509,84869384364,84960862314,85079093804,84867629177,84855861513,84871852817,74549217361,70349469852,67650261099,77958533542,77954012942,70350431741,62949180293"
762,813,"85011620413,84863522494,79952146842,85087486203,85093955994,85072561880,85091673705,85117530019,84894165174,84888315776,77954786624,84907413394,84960862314,85079093804,84855861513,78649852021,78751536817,77958533542,58049178148"
16,799,"84999025988,84982169075,85049603682"
16,800,"84999025988,84982169075,85049603682"
16,803,84999025988
16,804,84999025988
178,814,"84998772055,85011883133,84978235849"
200,801,"84998546893,85049560846"
815,816,"84992751275,84992712404,84944451271,85032816579,84883003005,84880816449,85007003432,85018257318,85014690337,85138363224,84872588830,84985930054,84928974682,84903638129,84883074467,84869020806,84865732711,85089344613,85088919594"
767,815,"84992751275,84992712404,84944451271,85032816579,84883003005,84880816449,85007003432,85018257318,85014690337,85138363224,84872588830,84985930054,84928974682,84903638129,84883074467,84869020806,84865732711,85089344613,85088919594"
767,816,"84992751275,84992712404,85080139524,84927779850,84870929734,84870366691,70349150592,47749139381,38349078483,38149140923,33750072900,84962233486,84944451271,84929961310,85007453484,85053930304,85032816579,85049595336,85120797589,85110489828,85131577352,85108369086,85125702020,85131546932,84899962862,84883003005,84880816449,78549268727,77953136716,70349469685,68949194704,68649093970,63649159135,48749118721,33846821684,84959309475,84959290704,84959263942,84960129558,85007003432,85018257318,85014690337,85033435776,85055881173,85058349422,85079837443,85068882246,85113227284,85138363224,55849103211,84872588830,84985995323,84985930054,84928974689,84928974682,84928974681,84985027691,84985023395,84903638129,84883087190,84883074467,84880532145,84902679909,84933587034,84887751184,84872580383,84869059894,84869020806,84865743296,84865732711,84862660564,85089344613,85089343976,79957941983,84881585587,78249254871,85089007254,85088919594,84890234316,84868097743,48849112701,67649910755,67649770912,35448952904,34547652370,84892319397"
767,817,"84992712404,85080139524,38149122248,84927779850,70349150592,47749139381,38349078483,38149140923,33750072900,85120797589,85110489828,85125702020,85123303561,84899962862,78549268727,78549232984,77953136716,70349469685,68949194704,68649126796,68649093970,63649159135,48749118721,33846821684,84959263942,85079288162,55849103211,67649769735,78649271331,84985027691,84880532145,84862660564,84881585587,78249254871,85089007254,85096508626,84890234316,84868097743,48849112701,67649910755,67649770912,35448952904,34547652370,84892319397"
767,818,"84992712404,38149122248,84927779850,70349150592,47749139381,38349078483,85110489828,85125702020,85123303561,84899962862,84867228106,84867211065,78549268727,77953136716,70349469685,68949194704,68649093970,63649159135,48749118721,33846821684,67649769735,84985027691,84880532145,84862660564,79957941983,84881585587,78249254871,85089007254,85096508626,84868097743,48849112701,67649910755,67649770912,84892319397"
767,819,"84992712404,85080139524,84959263942"
816,817,"84992712404,85080139524,84927779850,70349150592,47749139381,38349078483,38149140923,33750072900,85120797589,85110489828,85125702020,84899962862,78549268727,77953136716,70349469685,68949194704,68649093970,63649159135,48749118721,33846821684,84959263942,55849103211,10044279510,84985027691,84880532145,84862660564,84881585587,78249254871,85089007254,84890234316,84868097743,48849112701,67649910755,67649770912,35448952904,34547652370,84892319397"
817,818,"84992712404,85025151924,38149122248,84927779850,70349150592,47749139381,38349078483,85048129736,85086465774,85090743015,85076701164,85092604114,85114267637,85118304181,85101203312,85110489828,85125702020,85123303561,84899962862,78549268727,77953136716,70349469685,68949194704,68649093970,63649159135,48749118721,33846821684,85079853963,67649769735,84985027691,84880532145,84869020794,84862660564,84881585587,79951932179,78649422599,78249254871,85089012584,85089007254,85088937370,85096509117,85096508626,84868097743,48849112701,67649910755,67649770912,84892319397"
815,817,84992712404
817,819,"84992712404,85080139524,84959263942"
816,818,"84992712404,84927779850,70349150592,47749139381,38349078483,85110489828,85125702020,84899962862,78549268727,77953136716,70349469685,68949194704,68649093970,63649159135,48749118721,33846821684,84985027691,84880532145,84862660564,79957941983,84881585587,78249254871,85089007254,84868097743,48849112701,67649910755,67649770912,84892319397"
816,819,"84992712404,85080139524,84959263942"
815,818,84992712404
818,819,84992712404
815,819,84992712404
745,820,"84962286571,84988458191,85064314480,85063757225,85076614938,85066507084,85066472638"
820,821,"84962286571,84988458191,85064314480,85063757225,85076614938,85066507084,85066472638"
744,820,"84962286571,84988458191,85063757225,85066507084"
745,821,"84962286571,84988458191,85048544038,85064314480,85063757225,85076614938,84891754215,85066507084,85066472638"
744,821,"84962286571,84988458191,85048544038,85063757225,84891754215,85066507084"
516,822,"84952360766,85047849189"
515,822,"84952360766,85057874949,85079088469,85047849189"
122,823,"84944111858,84928429252"
824,825,84944097356
824,826,84944097356
323,824,84944097356
824,827,84944097356
825,826,84944097356
323,825,84944097356
825,827,"84944097356,85007568854,85048724525,85049743170,85029885577,85137308623"
323,826,84944097356
826,827,84944097356
323,827,84944097356
819,828,85080139524
816,828,"85080139524,84944451271,85007003432"
767,828,"85080139524,84944451271,85007003432"
817,828,85080139524
206,829,"85034226757,85063449297,85087654544,85028506384,85084655566"
829,830,"85034226757,85063449297,85087654544,85028506384,85084655566"
206,830,"85034226757,85063449297,85087654544,85028506384,85084655566"
87,831,"85030158850,85012994511,85047192040,85059187171,85075629693"
87,832,85030158850
87,833,"85030158850,85012994511,85047192040,85059187171,84971350953,85075629693"
87,834,85030158850
45,831,"85030158850,85012994511,85047192040,85059187171,85107034794,85095987796,84971299938,85075629693"
831,832,85030158850
831,833,"85030158850,85012994511,85047192040,85059187171,85107034794,85095987796,84971299938,85075629693"
831,834,85030158850
45,832,85030158850
45,833,"85030158850,85012994511,85047192040,85059187171,85107034794,85095987796,84971350953,84971299938,85047873598,85075629693,84883130520"
45,834,85030158850
832,833,85030158850
832,834,85030158850
833,834,85030158850
50,835,"85029544518,85060348149,85073593937,85101384236,85103764333,85102367506,85099052959,85094106180,85051277383,85071771520,85093868087"
49,835,"85029544518,85073593937,85103764333,85051277383"
12,129,85027020472
772,818,"85025151924,85048129736,85086465774,85090743015,85076701164,85114267637,85118304181,85071484661,84869020794,85089340533,79951932179,78649422599,85089012584,85088937370,85096509117"
772,817,"85025151924,84947917101,85048129736,85086465774,85090743015,85076701164,85114267637,85118304181,84869020794,79951932179,78649422599,85089012584,85088937370,85096509117"
500,836,85012206958
500,837,"85012206958,84907546074"
500,838,"85012206958,84941267110,85050088678,85087630982,85079501114,85118933559,85116516396,85099644602,84907546074,84902690102,84956824546"
836,837,85012206958
836,838,85012206958
837,838,"85012206958,84907546074"
156,839,85009830502
156,840,85009830502
156,841,85009830502
839,840,85009830502
839,841,85009830502
840,841,85009830502
608,842,85063896642
204,843,"85063393435,85048211901,85124019991,84903761148,81355142034,79551510877,84855811683,33645957917,84927725744,85048232291,84978042295,85091907553,85073830793,85086180562,85103786200,85127847178,85113533065,85139927351,85099948394,84859156446,84882883909,79952315959,78049528459,77951937941,85006753304,85068342212,85060433151,85068350568,85090497021,85081054134,85114694295,84856835715,85006806632,84875178906,84866089827,78549232294,84865663786,77949533511,77949493798,62949225616,62749114788,84866500032,62949108102,60749133763,12744254294,4544261150"
204,844,85057112759
844,845,85057112759
204,845,"85057112759,37749021487,84857584908,77949525065,50249115718"
846,847,"85057093408,85072863264,85066104268,85104324432"
585,846,"85057093408,85072863264,85066104268,85104324432"
585,847,"85057093408,85072868473,85072863264,85061063767,85097107276,85126486451,84881391881,84976336896,84945911973,85016754561,84989814714,84991783883,85046813697,85046486501,85046826508,85055128980,85066104268,85079285042,85105696535,85096715521,85091025373,85104324432,85131714033,85132565538,84883226135,85016032934"
151,843,"85048211901,85124019991,84903761148,81355142034,79551510877,84855811683,84927725744,85048232291,84978042295,85091907553,85073830793,85086180562,85103786200,85127847178,85113533065,85139927351,85099948394,84859156446,84882883909,79952315959,78049528459,77951937941,85006753304,85068342212,85060433151,85068350568,85090497021,85081054134,85114694295,84856835715,85006806632,84875178906,84866089827,78549232294,84865663786,77949533511,77949493798,62949225616,62749114788"
848,849,"85042472444,85052747285,85104551391,85092070747"
67,848,"85042472444,85052747285,85104551391,85092070747"
67,849,"85042472444,70350678852,58049125400,38049115058,77049083156,33750362241,33750027442,33646752419,35048832518,84947418914,84947904752,84942475219,84938084346,84998865504,84976633432,84961356777,85052747285,85068582551,85064267424,85034743272,85123644385,85104551391,85101722221,85096656835,85097935206,85125536682,85139594158,84908052517,84919879933,84890559079,84879283305,84881285084,84862018526,84859310212,79951886110,76749153819,67349185028,58649116902,47249101492,65449153602,36348932165,34248517260,4544277996,84959257261,85018375953,85057409394,85049674877,85049669673,85091561948,85092070747,84911095718,84896881435,84873558412,84862149263,84862137669,84858025466,81555209746,80055024021,80055008751,80053010567,77951465819,34548769970,34548758414,34548746788,40949103061,34547407193,34247274179,34247180725,34047212564,34047204572,33646579125,27544438085,0141830853,27544452197,0036065202,84966589448,84966538964,84966473950"
204,850,85076849290
151,850,85076849290
805,847,"85072868473,85091025373,85131714033"
805,851,"85072868473,85091025373"
847,851,"85072868473,85091025373"
585,851,"85072868473,85091025373"
846,852,"85072863264,85104324432"
847,852,"85072863264,85097107276,85126486451,85096715521,85104324432,85132565538"
585,852,"85072863264,85097107276,85126486451,85096715521,85104324432,85132565538"
49,475,85072845553
93,475,85072845553
49,147,"85072845553,85114222304"
66,853,"85072833612,85084218085"
151,854,85066138910
22,855,85065869448
25,855,85065869448
517,822,"85057874949,85047849189"
61,856,85056810287
62,856,85056810287
24,856,85056810287
609,857,"85054739973,84888418770,85013477296,85114764060,84876260708,84905493341"
609,858,85054739973
206,609,"85054739973,84888418770,84880481671,84880465316,84933564582,85013477296,85007518390,85066235973,85072061437,85114764060,85072671546,85087109464,85092513507,84875223302,84876260708,79951946711,67651109441,63649156431,71549126833,10644228547,85114694116,78549288472,77955941011,67650261099,84910029786,84909632930"
857,858,85054739973
206,857,"85054739973,84888418770,85013477296,85114764060,84876260708,84966649967"
608,857,"85054739973,84888418770,85013477296,85114764060,84876260708,84905493341,84966649967"
206,858,85054739973
608,858,85054739973
206,608,"85054739973,84888418770,84880481671,84880465316,37249083092,84933564582,85013477296,85007518390,85072061437,85114764060,85072671546,85087109464,84875223302,84876260708,79951946711,63649156431,71549126833,34548275520,3042636670,84966649967,85114694116,78549288472,77955941011,67650261099,84871985109,11144270553,8444229326"
371,859,85090038668
371,860,85090038668
371,861,85090038668
859,860,85090038668
859,861,85090038668
860,861,85090038668
545,862,"85086082360,85122310720"
517,863,85079085623
156,863,"85079085623,84984889419,85065732398,85107633888"
515,863,"85079085623,84984889419,85065732398,85107633888"
156,517,85079085623
156,515,"85079085623,84984889419,85020470076,85042395593,85065732398,85062689258,85107633888,85050383658"
822,864,85079088469
515,864,85079088469
61,865,85068589763
193,865,85068589763
62,865,85068589763
24,865,85068589763
585,866,85115995735
805,866,85115995735
867,868,"85145261420,85141698354"
585,867,"85145261420,85141698354"
585,868,"85145261420,85141698354"
800,869,"85144600697,85145074265"
869,870,85144600697
200,869,"85144600697,85145074265"
800,870,85144600697
200,800,"85144600697,85145074265,85046768759"
200,870,85144600697
151,871,"85140345026,80052767595,84874753376"
62,872,85132104555
193,872,85132104555
872,873,85132104555
24,872,85132104555
62,873,"85132104555,85070255710,85123366505"
193,873,"85132104555,85123366505"
24,873,"85132104555,85070255710"
608,874,"85128099909,85124004414,85139106198,85135406203"
609,874,"85128099909,85124004414,85139106198,85135406203,85144768560"
151,875,"85124019991,84855811683,85086180562,85118451507,85125727427,78049528459"
843,875,"85124019991,84855811683,85086180562,78049528459"
204,875,"85124019991,84855811683,85086180562,78049528459"
609,876,"85124004414,85087109464"
874,876,85124004414
608,876,"85124004414,85087109464"
877,878,85145084327
62,877,"85145084327,85135721168"
118,877,85145084327
62,878,85145084327
118,878,85145084327
62,118,85145084327
609,879,85139106198
874,879,85139106198
608,879,85139106198
880,881,84952644565
151,880,"84952644565,84978042295,85006753304"
880,882,84952644565
151,881,84952644565
881,882,84952644565
151,882,84952644565
8,883,"84927145667,84885400862,84881439979"
883,884,"84927145667,84885400862,84881439979"
9,883,"84927145667,84885400862,84881439979"
8,884,"84927145667,84885400862,84881439979,84863754677,84863750762"
9,884,"84927145667,84862979447,84885400862,84881439979,84863754677,84863750762"
32,885,84921738769
25,885,84921738769
22,807,"84921629960,84941333679,84960092776,84985961535"
61,183,"84910626096,85073029438"
62,183,"84910626096,85073029438"
24,183,"84910626096,85073029438"
45,886,84885759771
155,886,84885759771
1,81,"84893050390,84873615604,76549111142"
887,888,"84880707121,84866052888,79960300063,84987660285,84919877817,84893087301,84855669802,85020162549,85016705703,80052975757"
67,887,"84880707121,84866052888,79960300063,85024491966,84987660285,84919877817,84893087301,84855669802,85020162549,85016705703,80052975757"
67,888,"84880707121,84866052888,79960300063,84987660285,84919877817,84893087301,84855669802,85020162549,85016705703,80052975757"
889,890,"84855787732,77954612385,84886653803,84888640439,84879948573,84875249516,84866039158,84867240287,84055177000,77950164836"
67,889,"84855787732,77954612385,84886653803,84888640439,84879948573,84875249516,84866039158,84897750405,84867240287,84055177000,77950164836"
67,890,"84855787732,77954612385,84886653803,84888640439,84879948573,84875249516,84866039158,84867240287,84055177000,77950164836"
62,891,"81255163086,84881464670,79952919728"
23,892,"80052803870,80052785212,38349047998,38349016605,84893678106,84878481135,84891661300,63649094661,83355167100,85089346103,78751551822,85088948163,76749164414,84890172600,84878945195,70349111342,34547433684,34047129070,84892284615"
90,892,"80052803870,80052785212,38349047998,38349016605,84893678106,84878481135,63649094661,83355167100,85089346103,78751551822,85088948163,76749164414,74949117017,84890172600,84878945195,70349111342,34547433684,34047129070,84892284615"
24,892,"80052803870,80052785212,38349047998,38349016605,84893678106,84878481135,84891661300,63649094661,83355167100,85089346103,78751551822,85088948163,76749164414,74949117017,84890172600,84878945195,70349111342,34547433684,34047129070,84892284615"
72,892,"80052785212,84893678106,84878481135,84891661300,63649094661,83355167100,85089346103,78751551822,85088948163,76749164414"
887,893,79960300063
67,893,79960300063
888,893,79960300063
45,894,"84879288016,84893855998,84858678462"
894,895,"84879288016,84858678462"
154,894,"84879288016,84858678462"
155,894,"84879288016,84893855998,84858678462"
45,895,"84879288016,84858678462"
154,895,"84879288016,84858678462"
155,895,"84879288016,84858678462"
49,896,78649875527
20,896,78649875527
178,896,78649875527
20,49,78649875527
889,897,77954612385
897,898,77954612385
890,897,77954612385
67,897,77954612385
889,898,"77954612385,84886653803,84888640439,84875249516,84897750405,84867240287,77950164836"
890,898,"77954612385,84886653803,84888640439,84875249516,77952132286,84867240287,77950164836"
67,898,"77954612385,84886653803,84888640439,84875249516,84897750405,84867240287,77950164836"
178,741,"70350241674,84882961532,84887056757,84878886908,84864882110,84946018442,84887243088,77950610468,74549211952"
85,182,70349321266
182,899,70349321266
85,899,70349321266
85,164,70349321266
85,183,70349321266
164,899,70349321266
183,899,70349321266
849,900,"58049125400,33750362241,33750027442,33646752419,36348932165,34248517260,34548769970,34548758414,34247274179,34047212564"
67,900,"58049125400,33750362241,33750027442,33646752419,36348932165,34248517260,34548769970,34548758414,34247274179,34047212564"
220,901,"34547886519,34547856259,57449100021,58849109900,50449100462,36148949354"
1,220,"34547886519,34547856259,34250009734,84870848470,84861001802,84866101197,84863936720,84862230096,84856231594,84856213362,78650515684,78650708691,77956262042,57449100021,51349149413,43849101828,58849160888,58849109900,58849103522,50449100462,35948929920,33847415449,33947312510,36148949354,25144487779,24344456650,1542346359,84857418807,84889950550"
3,901,"34547886519,34547856259,57449100021,58849161833,58849109900,50449100462,36148949354"
1,901,"34547886519,34547856259,57449100021,58849161833,58849109900,50449100462,36148949354"
156,902,"84901795066,85043354712"
156,382,84901795066
45,902,84901795066
45,382,84901795066
382,902,"84901795066,84957008651,84956987439,84857986614,70350662854,51849118826,37049026473,33749997771,35048884293,85053361485,85005989909,85059659945,85092712255,85092109536,85074386139,85107232902,85113203177,85098701566,85144610158,0035248279,84864252482,80052315813,79952200693,67349232032,58249111560,47349122470,33846882387,32044470696,0034581558,84881568464,84881100829,84857925831,84857963898,78650743794,70449976236,60649118128,47349132901,47349098952,42149102631,34548786621,12444296458,84944889245,84944731747,84964335918,0033329372,84885772410"
22,818,"38149122248,67649769735"
22,817,"38149122248,55849103211,67649769735,78649271331"
22,903,38149073258
904,905,38049115058
849,904,38049115058
67,904,38049115058
904,906,38049115058
849,905,"38049115058,33750027442"
67,905,"38049115058,33750027442"
905,906,"38049115058,33750027442"
849,906,"38049115058,33750027442,85097935206,84890559079,58649116902,36348932165,85057409394,85091561948,85092070747"
67,906,"38049115058,33750027442,84957008651,84956987439,84947940673,85097935206,84890559079,58649116902,36348932165,0035248279,85057409394,85091561948,85092070747,0034581558,0031340258"
849,907,"77049083156,34248517260,34548746788,40949103061,34547407193,34247180725,34047204572,33646579125"
67,907,"77049083156,34248517260,34548746788,40949103061,34547407193,34247180725,34047204572,33646579125"
24,767,"33745850462,84904540420,78649271331,84898579472,0034586793,79960482341"
900,905,33750027442
900,906,"33750027442,36348932165"
8,908,33745725528
89,909,4644317539
89,910,"4644317539,4544356892,84946087226,85112545647,84884360063,57349102506,55949090264,11144282373,84858402419,58849115404,71449120956,36148938777"
89,911,"4644317539,4544356892,84946087226,85112545647,84884360063,57349102506,55949090264,11144282373,84858402419,58849115404,71449120956,36148938777"
89,887,"4644317539,84946087226,85112545647,84884360063,57349102506,55949090264,33745790293,11144282373,84858402419,58849115404,71449120956,36148938777"
909,910,4644317539
909,911,4644317539
887,909,4644317539
910,911,"4644317539,4544356892,84946087226,85112545647,84884360063,57349102506,55949090264,11144282373,84858402419,58849115404,71449120956,36148938777"
887,910,"4644317539,84946087226,85112545647,84884360063,57349102506,55949090264,11144282373,84858402419,58849115404,71449120956,36148938777"
887,911,"4644317539,84946087226,85112545647,84884360063,57349102506,55949090264,11144282373,84858402419,58849115404,71449120956,36148938777"
24,912,"84944399008,35048831406,35248837861,67649991211,8444236019,10044295124,18544409339,0035758113,84898523993,84898521225"
67,913,35048890730
585,913,35048890730
67,585,"35048890730,84879283305"
41,908,"33745715321,77956439829,85007090270,85007045023,50149107376,44149119849,38049045437,28144462470"
23,767,84904540420
193,912,35248837861
382,906,"84957008651,84956987439,37049026473,33749997771,35048884293,0035248279,47349122470,33846882387,32044470696,0034581558,47349132901,47349098952,42149102631,34548786621,12444296458,84944889245,84944731747,84964335918,0033329372"
902,906,"84957008651,84956987439,84947940673,37049026473,33749997771,35048884293,0035248279,47349122470,33846882387,32044470696,0034581558,85043354712,47349132901,47349098952,42149102631,34548786621,12444296458,84944889245,84944731747,84964335918,0033329372"
67,902,"84957008651,84956987439,84947940673,0035248279,0034581558"
817,849,84947904752
67,817,84947904752
24,67,25744466964
67,914,25744447525
609,915,"84888418770,85066235973,85072671546,84875223302,84905493341,85090498971"
608,915,"84888418770,85072671546,84875223302,84905493341,84966649967,85090498971"
857,915,"84888418770,84905493341,84966649967"
206,915,"84888418770,85066235973,85072671546,84875223302,84966649967,1642365507"
151,608,84884955067
147,916,"84904719234,84906911202,84863893867,84865130985,74549166097"
810,917,84863522494
