ID_author_1,ID_author_2,scopus_id_collaborations
455,1285,"85112095315,85138946580,85125477465,85118363329,85122798866,85142358584"
1570,1571,"85112095315,85105106390,85138946580,85118363329"
950,1570,"85112095315,85105106390,85138946580,85118363329"
1285,1570,"85112095315,85138946580,85118363329"
950,1571,"85112095315,85105106390,85138946580,85125477465,85118363329,85122798866,85142358584"
1285,1571,"85112095315,85138946580,85125477465,85118363329,85122798866,85142358584"
950,1285,"85112095315,85138946580,85125477465,85118363329,85122798866,85142358584"
331,1016,85104913218
330,1016,85104913218
812,1441,"85102404683,85079093804"
1441,1453,85102404683
268,1440,85103565071
208,1440,85103565071
403,1116,"85107816038,85108342800"
528,1116,"85107816038,85108342800"
1450,1572,85110578680
1077,1450,85110578680
715,1450,85110578680
1492,1572,85110578680
1077,1492,85110578680
715,1492,85110578680
1077,1572,85110578680
388,1572,85110578680
715,1572,85110578680
1452,1572,85110578680
388,1077,85110578680
715,1077,85110578680
1077,1452,85110578680
715,1452,85110578680
241,1546,85109424241
236,1546,"85109424241,85096986919,85141863955,85121436185,85123681126"
210,241,85109424241
208,241,85109424241
989,1573,85111269911
989,1574,85111269911
1302,1573,85111269911
745,1573,"85111269911,85102727766"
1573,1574,85111269911
1302,1574,85111269911
745,1574,85111269911
800,1575,"85109073310,85076024928,85092513507"
803,1575,85109073310
609,1575,"85109073310,85076024928,85092513507,85144768560"
609,800,"85109073310,85076024928,85092513507"
609,803,85109073310
992,1535,85111276931
403,1535,85111276931
530,1535,85111276931
1117,1576,85109140753
234,1576,85109140753
1394,1577,85110769125
398,1394,85110769125
398,1577,85110769125
1299,1577,85110769125
150,1577,85110769125
1019,1577,85110769125
398,1299,85110769125
398,1019,85110769125
1069,1578,85108535939
981,1578,85108535939
392,1578,85108535939
192,1240,85108109604
40,1579,"85068617255,85042624953"
268,287,85102876600
208,287,85102876600
39,287,85102876600
386,449,"85104020002,85124371768"
344,449,85104020002
744,1277,85107900819
744,1142,85107900819
568,744,85107900819
1129,1428,"85107832568,85100724644"
1428,1580,"85107832568,85100724644"
1129,1580,"85107832568,85100724644,85137895670"
1059,1580,"85107832568,85100724644,85137895670"
714,1580,"85107832568,85100724644,85137895670"
256,341,85107720474
256,490,85107720474
256,312,85107720474
59,256,85107720474
1443,1581,85107455510
1207,1581,85107455510
1537,1581,85107455510
545,1581,85107455510
386,1582,85100767071
386,1583,85100767071
1582,1583,85100767071
3,1582,"85100767071,85140416204"
1,1582,"85100767071,85120422591"
3,1583,85100767071
1,1583,85100767071
93,835,"85103764333,85051277383"
331,1017,"85103662320,0038668076"
330,1017,"85103662320,0038668076"
1284,1584,85107017607
1284,1585,85107017607
1584,1585,85107017607
700,1584,85107017607
1023,1584,85107017607
1022,1584,85107017607
1024,1584,85107017607
700,1585,85107017607
1023,1585,85107017607
1022,1585,85107017607
1024,1585,85107017607
1586,1587,85106505852
700,1586,85106505852
981,1586,85106505852
1023,1586,85106505852
1022,1586,85106505852
1024,1586,85106505852
700,1587,85106505852
981,1587,85106505852
1023,1587,85106505852
1022,1587,85106505852
1024,1587,85106505852
1245,1308,"85106221846,85132646827"
1228,1426,"85105675829,85102122060"
1228,1424,"85105675829,85102122060"
403,1588,"85105759499,85126355403"
622,1588,"85105759499,85126355403"
529,1588,"85105759499,85126355403"
353,622,"85101502777,85102052758,85103406237,85134316859,85123941405"
273,353,"85101502777,85102052758,85123941405"
353,639,"85101502777,85102052758,85103406237,85134316859,85123941405"
353,529,"85101502777,85102052758,85103406237,85134316859,85123941405"
293,353,"85101502777,85102052758,85103406237,85134316859,85123941405"
273,293,"85101502777,85102052758,85144859897,85123941405"
403,1589,85105425089
528,1589,85105425089
530,1589,85105425089
529,1589,85105425089
42,779,85104766219
325,1552,85092798544
325,1553,85092798544
256,1124,"85105585163,84897051597,84889099777,84876567794,84859102988,80053231622,80051587045,54949119163,38449105499,34347349203,16244394743,0036770255"
256,300,85105585163
256,1590,85105585163
300,1124,85105585163
1124,1590,85105585163
300,1590,85105585163
1236,1591,"85100014389,85132998251"
288,1591,"85100014389,85132998251"
944,1591,"85100014389,85132998251"
1237,1591,"85100014389,85132998251"
1312,1591,85100014389
944,1312,85100014389
1237,1312,85100014389
1302,1592,85104679251
745,1592,85104679251
1110,1592,85104679251
990,1592,85104679251
989,1592,85104679251
335,1593,85101415065
1327,1593,85101415065
232,1593,85101415065
383,1593,85101415065
40,1594,"85101217644,85129780139"
1207,1595,85100614137
545,1595,85100614137
403,1596,85103025366
263,403,85103025366
263,1596,"85103025366,80053078201,70349174988,33748682513,0036887465,0036176944,0035447206,85034453879,32044465550"
529,1596,"85103025366,85034453879"
530,1596,"85103025366,85034453879"
263,529,"85103025366,85034453879"
263,530,"85103025366,85034453879"
1338,1597,85088634268
156,1597,85088634268
1336,1597,85088634268
676,1138,"85097557884,85097043180"
1138,1142,"85097557884,85071426755,85097043180"
656,1142,"85097557884,85097043180"
1117,1138,"85097557884,85097043180"
656,1117,"85097557884,85097043180"
569,1138,"85097557884,85097043180"
234,1138,"85097557884,85097043180"
656,1138,"85097557884,85097043180"
234,656,"85097557884,85097043180"
1019,1573,85102727766
1298,1573,85102727766
150,1573,85102727766
1299,1573,85102727766
1252,1370,85102726568
1370,1598,85102726568
415,1598,85102726568
413,1598,85102726568
1252,1598,85102726568
1252,1371,85102726568
1371,1598,85102726568
1138,1277,85071426755
429,1412,"85097733949,85123986408"
229,1412,85097733949
1412,1482,85097733949
1076,1412,85097733949
187,1182,85098710660
19,187,"85098710660,85110496998,85132736944"
317,1182,85098710660
163,1182,85098710660
19,317,"85098710660,85110496998,85132736944"
19,163,"85098710660,85132736944"
1124,1599,85102606888
428,1599,85102606888
1033,1599,85102606888
1162,1225,85092381921
1162,1226,85092381921
24,1314,"85103977336,85073926897"
24,1345,85103977336
386,1463,85106321413
1345,1519,85101203312
818,1345,85101203312
817,1345,85101203312
1389,1600,85097557202
1388,1600,85097557202
1387,1600,85097557202
1386,1600,85097557202
376,1600,85097557202
1291,1600,85097557202
1290,1600,85097557202
1016,1487,85099644602
1487,1601,85099644602
1016,1486,85099644602
1486,1601,85099644602
1016,1305,85099644602
1305,1601,85099644602
838,1016,85099644602
1016,1601,85099644602
500,1016,85099644602
838,1601,85099644602
500,1601,85099644602
1060,1580,"85100724644,85137895670"
1580,1602,85100724644
1059,1602,85100724644
1428,1602,85100724644
1060,1602,85100724644
1129,1602,85100724644
714,1602,85100724644
1256,1349,85089798061
1162,1349,85089798061
1258,1349,85089798061
604,1603,85123723280
495,1604,85123540931
494,1604,85123540931
1087,1522,85121027849
1303,1605,85120781695
1303,1606,85120781695
263,1605,85120781695
1605,1606,85120781695
263,1606,85120781695
1139,1607,85115203775
282,1023,"85115203775,85142691080"
1023,1607,85115203775
282,995,85115203775
995,1607,85115203775
1121,1607,85115203775
282,1607,85115203775
282,988,85115203775
988,1607,85115203775
1045,1607,85115203775
1453,1608,85117530019
812,1608,85117530019
762,1608,85117530019
813,1608,85117530019
810,1608,85117530019
1281,1609,85117367254
1380,1609,85117367254
40,1609,85117367254
1281,1380,85117367254
428,1610,85107612933
14,1611,85108314455
15,1611,85108314455
16,1611,"85108314455,84880043471,77957352024,79960729372"
495,1009,85107227593
90,1612,85102561210
23,1612,85102561210
193,1612,85102561210
62,1612,85102561210
70,1612,85102561210
24,1612,85102561210
90,193,"85102561210,34547433684"
70,90,85102561210
1411,1440,85103108884
215,1411,85103108884
39,1411,85103108884
1156,1613,85102569529
388,1613,85102569529
1527,1613,85102569529
166,1613,85102569529
829,1614,"85098669704,85121216018,85084672280,85121788743"
609,1614,"85098669704,85121216018,85084672280,85121788743"
609,829,"85098669704,85121216018,85084672280,85121788743"
1563,1615,"85097935206,85091561948"
1615,1616,"85097935206,85091561948"
849,1615,"85097935206,85091561948"
67,1615,"85097935206,85091561948"
906,1615,"85097935206,85091561948"
1563,1616,"85097935206,85057409394,85091561948,85092070747"
906,1563,"85097935206,85057409394,85091561948,85092070747"
849,1616,"85097935206,84890559079,58649116902,85057409394,85091561948,85092070747,84966473950"
67,1616,"85097935206,84890559079,58649116902,85057409394,85091561948,85092070747,84966473950"
906,1616,"85097935206,84890559079,58649116902,85057409394,85091561948,85092070747,0034851973,0034849891,18944391458"
992,1243,"85092564168,85034418108"
1483,1617,85095715137
209,1617,85095715137
39,1617,85095715137
70,121,85073926897
24,121,85073926897
62,121,85073926897
62,1314,85073926897
121,1314,85073926897
1312,1324,85059908880
163,182,"85132736944,85123897974"
182,317,85132736944
19,182,85132736944
163,183,85123897974
273,1618,85144859897
293,1618,85144859897
529,1618,85144859897
639,1618,85144859897
1582,1619,85140416204
1582,1620,85140416204
357,1582,"85140416204,85120422591"
250,1582,85140416204
344,1582,"85140416204,85120422591"
1582,1621,85140416204
1619,1620,85140416204
357,1619,85140416204
3,1619,85140416204
250,1619,85140416204
344,1619,85140416204
1619,1621,85140416204
357,1620,85140416204
3,1620,85140416204
250,1620,85140416204
344,1620,85140416204
1620,1621,85140416204
250,357,85140416204
357,1621,85140416204
3,250,85140416204
3,1621,85140416204
250,344,85140416204
250,1621,85140416204
344,1621,85140416204
444,1622,85133892676
1352,1622,85133892676
847,1623,85131714033
585,1623,85131714033
805,1623,85131714033
816,1624,"85131577352,85138363224"
767,1624,"85131577352,85138363224"
240,1625,"85137551181,85134597803"
240,1626,85137551181
240,1627,85137551181
240,1628,"85137551181,85134597803"
1625,1626,85137551181
1625,1627,85137551181
529,1625,"85137551181,85134597803"
1625,1628,"85137551181,85134597803"
1626,1627,85137551181
529,1626,85137551181
1626,1628,85137551181
529,1627,85137551181
1627,1628,85137551181
529,1628,"85137551181,85134597803"
1187,1629,85141620430
1187,1630,85141620430
995,1629,"85141620430,85137030766,85123710932,84883433809,84878052092,84878202492,84858111739"
995,1630,85141620430
1035,1629,"85141620430,84883433809,84878052092,84878202492,84858111739"
1035,1630,85141620430
1629,1630,85141620430
698,1629,"85141620430,85137030766,85123710932,84883433809,84878052092,84878202492,84858111739"
698,1630,85141620430
209,1631,"85141837975,85143863569"
39,1631,"85141837975,85143863569"
609,1102,85141825680
609,1085,85141825680
1632,1633,85141802134
1005,1632,85141802134
533,1632,85141802134
535,1632,85141802134
1005,1633,85141802134
533,1633,85141802134
535,1633,85141802134
1222,1398,85141711096
1131,1398,85141711096
1398,1403,85141711096
596,1398,85141711096
1062,1398,85141711096
1398,1458,85141711096
1398,1423,85141711096
278,1398,85141711096
1131,1403,85141711096
596,1131,85141711096
1062,1131,85141711096
1131,1423,85141711096
278,1131,85141711096
1403,1458,85141711096
596,1458,85141711096
1062,1458,85141711096
1062,1423,85141711096
1423,1458,85141711096
278,1458,85141711096
208,1634,85140287731
236,1634,85140287731
215,1634,85140287731
210,1634,85140287731
1549,1635,"85135941692,85129774700,85128432625,85128190142,85128753738"
398,1635,"85135941692,85129774700,85130111343,85128432625,85128190142,85128753738"
167,1635,"85135941692,85129774700,85130111343,85128432625,85128190142,85128753738"
150,1635,"85135941692,85129774700,85130111343,85128432625,85128190142,85128753738"
478,1636,85135363965
478,1637,"85135363965,85135324956"
1636,1637,85135363965
798,1438,85135081902
222,1438,85135081902
804,1575,85076024928
609,804,85076024928
1391,1638,85138461919
1439,1638,85138461919
463,1638,85138461919
1629,1639,"85137030766,85123710932"
995,1639,"85137030766,85123710932"
698,1639,"85137030766,85123710932"
293,1640,85140999180
1640,1641,85140999180
529,1640,85140999180
1140,1640,85140999180
622,1640,85140999180
293,1641,85140999180
293,1140,85140999180
529,1641,85140999180
1140,1641,85140999180
622,1641,85140999180
529,1140,85140999180
622,1140,85140999180
1082,1642,"85140714502,85098880176,85098884276,85100949668,85100915653"
1083,1642,"85140714502,85098880176,85100949668"
41,1642,"85140714502,85098880176,85098884276,85100949668,85100915653"
609,1643,85135406203
608,1643,85135406203
874,1643,85135406203
655,1644,85134562206
1002,1644,85134562206
288,1645,"85131314727,85140334863"
944,1645,"85131314727,85140334863"
1236,1645,85131314727
1237,1645,85131314727
215,1646,85135773336
328,1646,85135773336
208,1646,85135773336
210,1646,85135773336
236,1646,85135773336
455,1647,85138946580
455,1648,85138946580
1285,1647,85138946580
1647,1648,85138946580
1570,1647,85138946580
1571,1647,85138946580
950,1647,85138946580
1285,1648,85138946580
1570,1648,85138946580
1571,1648,85138946580
950,1648,85138946580
1580,1649,85137895670
1580,1650,85137895670
1060,1649,85137895670
1060,1650,85137895670
1129,1649,85137895670
1649,1650,85137895670
1059,1649,85137895670
714,1649,85137895670
1129,1650,85137895670
1059,1650,85137895670
714,1650,85137895670
403,1333,85137857831
1333,1502,85137857831
1333,1651,85137857831
622,1333,85137857831
403,1502,85137857831
403,1651,85137857831
1502,1651,85137857831
530,1502,85137857831
622,1502,85137857831
530,1651,85137857831
622,1651,85137857831
529,1651,85137857831
530,622,"85137857831,0036826974"
414,1652,"85136468325,85141762413"
236,1652,"85136468325,85141762413"
240,1653,85134597803
1628,1653,85134597803
1438,1628,85134597803
1438,1653,85134597803
529,1653,85134597803
1625,1653,85134597803
1438,1625,85134597803
1654,1655,85131556481
1654,1656,85131556481
170,1654,85131556481
1654,1657,85131556481
1654,1658,85131556481
1655,1656,85131556481
170,1655,85131556481
1655,1657,85131556481
1655,1658,85131556481
170,1656,85131556481
1656,1657,85131556481
1656,1658,85131556481
170,1657,85131556481
170,1658,85131556481
1657,1658,85131556481
1635,1659,85130111343
312,1635,85130111343
398,1659,85130111343
167,1659,85130111343
312,1659,85130111343
150,1659,85130111343
312,398,85130111343
150,312,85130111343
1469,1660,85127033493
1029,1660,85127033493
463,1660,85127033493
478,1661,85135324956
1637,1661,85135324956
253,1045,85137390206
253,1023,85137390206
388,1662,85136927666
1156,1662,85136927666
1662,1663,85136927666
166,1662,85136927666
388,1663,"85136927666,85136340481"
1156,1663,"85136927666,85136340481"
166,1663,"85136927666,85136340481"
1664,1665,85136802660
234,1664,85136802660
234,1665,85136802660
166,1666,85136340481
388,1666,85136340481
1663,1666,85136340481
1156,1666,85136340481
353,1667,85134316859
639,1667,85134316859
529,1667,85134316859
622,1667,85134316859
293,1667,85134316859
536,1477,85133260886
536,1479,85133260886
536,1668,85133260886
1477,1668,85133260886
1479,1668,85133260886
232,1669,"85131463606,85123986408,85143982402"
429,1669,"85131463606,85123986408"
984,1669,"85131463606,85123986408"
383,1669,"85131463606,85143982402"
230,1669,85131463606
1548,1635,85128432625
462,1670,85134083965
463,1670,85134083965
1670,1671,85134083965
462,1671,85134083965
463,1671,85134083965
1283,1672,85133721381
1284,1672,85133721381
700,1672,85133721381
1022,1672,85133721381
1024,1672,85133721381
568,1437,85133329399
1305,1673,85131676442
1305,1674,85131676442
499,1673,85131676442
499,1674,85131676442
1673,1674,85131676442
